Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Shazam Counts,Explicit Track,Days_Since_Release,Stream_Velocity,is_breakout,Release_Month,Virality_Ratio,Breakout_Probability
Perfect,ýý (Deluxe),Ed Sheeran,2017-03-03,GBAHS1700024,81,167.5,2969999682.0,280165.0,116921604.0,81.0,6473698897.0,"39,632,673",6642975.0,601244764,7647479866.0,"1,708,317,539",208.0,263386.0,343.0,"1,242,581",102.0,"617,483,078","595,052",854584.0,0,3240,916666.5685185184,0,3,2.5749093206216345,0.11294746125981824
Pepas,Pepas,Farruko,2021-06-24,USSD12100307,82,167.3,1500499584.0,359502.0,125112486.0,74.0,1431591689.0,"11,553,088",2866181.0,290811371,4067248819.0,"782,475,986",258.0,240677.0,137.0,"4,015,523",102.0,"120,046,948","89,582",17210946.0,1,1666,900660.0144057623,1,6,2.710596430454861,0.5535424545223311
Peekaboo,Glide - Single,Dave Angel,2023-01-27,GBLTF2300027,83,167.2,8082.0,63.0,32758.0,67.0,2055940513.0,"4,150,967",0.0,0,0.0,,1.0,13.0,,,,0,0,442.0,0,1084,7.455719557195572,0,1,0.0,0.0
Ella Baila Sola,Ella Baila Sola,Eslabon Armado,2023-03-16,USE7D2300007,84,166.5,1215336974.0,129463.0,39814172.0,74.0,701880622.0,"3,831,236",5416.0,550073,15373104.0,"546,259,059",83.0,40153.0,24.0,"4,946,338",61.0,"84,378,219","53,890",3435177.0,0,1036,1173105.187258687,0,3,0.012649252278365018,0.02
Dance The Night - From Barbie The Album,Dance The Night (From Barbie The Album),Dua Lipa,2023-05-25,USAT22305457,85,166.2,860026452.0,74769.0,139913794.0,80.0,173044031.0,"1,640,319",175536.0,90924917,1227837850.0,"1,205,266,954",7.0,759185.0,82.0,"4,067,956",,"64,567,514","22,064",3199636.0,0,966,890296.5341614907,0,5,1.427674515960499,0.05531826686746595
La Bebe - Remix,La Bebe (Remix),Yng Lvcas,2023-03-17,MXF152300159,86,164.9,1032225805.0,94887.0,74469479.0,79.0,920878032.0,"3,118,229",1031612.0,116003972,2416141351.0,"1,690,231,413",83.0,57941.0,42.0,"3,360,878",48.0,"55,410,702","27,415",2635577.0,1,1035,997319.618357488,0,3,2.3407100819953732,0.04042898939844711
redrum,american dream,21 Savage,2024-01-12,USSM12309164,87,164.8,428233003.0,57311.0,144298748.0,67.0,105148629.0,"1,762,297",87200.0,6732800,43993800.0,"977,638,660",74.0,102457.0,48.0,"4,037,475",60.0,"16,802,867","11,821",2490071.0,1,734,583423.7098092643,0,1,0.10273332412277125,0.0
Easy On Me,Easy On Me,Adele,2021-10-14,USSM12105970,88,163.2,1720918065.0,209635.0,93875458.0,73.0,1194846205.0,"13,561,925",1912194.0,733101955,7860224413.0,"6,353,555,150",325.0,774277.0,257.0,"5,323,750",100.0,"203,324,731","126,594",7569155.0,0,1554,1107411.8822393822,1,10,4.567459990277073,0.8207406661708778
Tit Me Pregu,Un Verano Sin Ti,Bad Bunny,2022-05-06,QM6MZ2214878,89,163.1,1514239759.0,190692.0,77283361.0,77.0,1366181141.0,"9,358,441",1769068.0,475656543,5249863696.0,"488,048,337",150.0,145640.0,44.0,"5,591,928",108.0,"69,095,169","81,914",5133847.0,1,1350,1121659.0807407408,0,5,3.4669963335264686,0.14394246611121775
All My Life (feat. J. Cole),All My Life (feat. J. Cole),Lil Durk,2023-05-12,USQX92302957,90,162.0,333202114.0,108322.0,41018697.0,68.0,203487345.0,"2,084,532",928132.0,63253779,748253884.0,"735,908,540",148.0,346411.0,30.0,"1,277,729",60.0,"90,114,807","46,789",4207535.0,1,979,340349.45250255364,1,5,2.245645661642934,0.8543188086515957
Anti-Hero,Midnights,Taylor Swift,2022-10-21,USUG12205736,91,161.8,1563224246.0,117005.0,97456780.0,80.0,203259285.0,"3,482,508",1302967.0,376660493,3864505972.0,"724,976,542",261.0,1034319.0,74.0,"4,457,357",150.0,"92,338,994","45,974",4703179.0,0,1182,1322524.7428087986,0,10,2.472137941447885,0.05044539722029962
"Quevedo: Bzrp Music Sessions, Vol. 52","Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap,2022-07-06,UYB282201028,92,161.7,1692951462.0,209490.0,88591675.0,78.0,1132539234.0,"8,795,731",1212100.0,196608777,2054826154.0,"56,677,146",99.0,138254.0,58.0,"5,211,955",65.0,"18,052,815","5,213",6836893.0,0,1289,1313383.6012412724,0,7,1.2137537306348634,0.12119113692948538
Magnetic,SUPER REAL ME,ILLIT,2024-03-25,USA2P2413259,93,161.0,255076355.0,11500.0,90584540.0,86.0,202206901.0,"2,596,912",0.0,57656713,506476590.0,"273,521,596",67.0,4716.0,9.0,"423,666",44.0,"220,481","1,207",659825.0,0,661,385894.636913767,0,3,1.9855881507104485,0.0
Lollipop,EVERYBODY GO TO THE DISCOTEK,Darell,2023-07-28,USSD12300307,94,158.2,275349653.0,37806.0,22826643.0,70.0,347506860.0,"1,553,295",4349700.0,321239621,4767676439.0,"2,676,837,761",19.0,23875.0,37.0,"3,780,737",29.0,"5,101,044","5,276",1245874.0,1,902,305265.6906873614,1,7,17.31498975844001,0.7980385913498784
La Diabla,La Diabla - Single,Xavi,2023-12-02,USA2P2357356,95,155.9,649404552.0,27544.0,47789063.0,83.0,433839212.0,"2,750,086",0.0,414833,10603563.0,"1,795,939,912",29.0,16287.0,34.0,"16,509,806",26.0,"22,603,598","29,401",1380069.0,0,775,837941.3574193548,0,12,0.016328131595344696,0.0
Boy's a Liar Pt. 2,Boy's a liar Pt. 2,PinkPantheress,2023-02-03,GBAYE2300015,96,153.6,851085705.0,129047.0,50996176.0,70.0,211810152.0,"2,461,166",3502547.0,955272568,8781020473.0,"806,434,641",162.0,223173.0,65.0,"8,655,684",130.0,"10,207,007","36,847",2580691.0,1,1077,790237.4233983287,1,2,10.317433850780711,0.8575333043948077
Snooze,SOS,SZA,2022-12-09,USRC12204591,97,153.3,1013350808.0,108036.0,86470319.0,84.0,390677417.0,"2,521,214",402338.0,97819766,887803828.0,"560,893,301",154.0,559589.0,60.0,"2,707,900",61.0,"74,611,167","85,113",3129609.0,1,1133,894396.1235657546,0,12,0.8761070895834258,0.03263761977585339
BELLAKEO,BELLAKEO,Peso Pluma,2023-12-07,QMFMF2388143,98,153.1,359803580.0,26065.0,79152427.0,86.0,369321334.0,"1,839,225",720800.0,74164945,874056250.0,"4,123,457,278",40.0,16952.0,63.0,"18,139,662",51.0,"20,058,510","7,289",1002835.0,1,770,467277.3766233766,0,12,2.429259451978606,0.0873658297564831
Agora Hills,Scarlet,Doja Cat,2023-09-22,USRC12301954,99,152.8,509653100.0,66219.0,67521533.0,67.0,48045203.0,"986,278",328562.0,88846508,544437406.0,"1,561,456,615",80.0,400206.0,78.0,"9,341,155",39.0,"23,110,274","19,559",4295361.0,1,846,602426.8321513003,0,9,1.0682509434981344,0.01
Prada,Prada,cass,2023-08-11,GBCEN2300147,100,152.5,609699748.0,128498.0,160755092.0,83.0,47611547.0,"418,343",283600.0,96934486,1090501901.0,"113,545,664",129.0,123242.0,167.0,"15,480,679",100.0,"1,210,830","1,073",854584.0,1,888,686598.8153153153,0,8,1.7885884040277011,0.04621635610766045
Montagem Rave Eterno,Montagem Rave Eterno,Dj Samir,2024-05-02,GXD7G2413058,101,152.3,5157486.0,470.0,2924720.0,67.0,1278618.0,"27,849",1100000.0,261000,3900000.0,,3.0,0.0,2.0,"39,366",,0,0,47658.0,0,623,8278.468699839486,0,5,0.7561822259561682,0.0
Lil Boo Thang,Lil Boo Thang,Paul Russell,2023-08-18,USAR12300323,102,152.1,242070373.0,37170.0,74130983.0,76.0,22907992.0,"261,664",2553106.0,312997953,3832221658.0,"15,593,731",106.0,370635.0,69.0,"1,792,014",79.0,"84,425,715","30,713",2219984.0,0,881,274767.73325766175,0,8,15.831022998295529,0.20424055366943297
MONACO,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,2023-10-13,QMFME2364182,103,150.7,478150858.0,73306.0,51842133.0,78.0,113379734.0,"1,312,763",1700998.0,182319546,2111289492.0,"90,954,700",78.0,35330.0,56.0,"15,784,760",53.0,"17,823,388","12,664",2255465.0,1,825,579576.7975757576,0,10,4.415530061820928,0.07419511800668098
Laxed (Siren Beat),Laxed (Siren Beat),Jawsh 685,2020-04-24,USSM12002399,104,150.5,61382407.0,7240.0,1708319.0,43.0,9977490.0,"201,210",37726462.0,9239474,147837262.0,,15.0,10152.0,5.0,"59,317",1.0,0,0,3819161.0,0,2092,29341.494741873805,0,4,2.408463056711623,0.01
(It Goes Like) Nanana - Edit,(It Goes Like) Nanana [Edit],Peggy Gou,2023-06-15,GBBKS2300080,105,150.4,460156070.0,163449.0,127827271.0,77.0,8183226.0,"98,257",530103.0,65920648,1032799567.0,"56,004,473",0.0,195140.0,102.0,"3,034,022",111.0,"1,132,923","1,312",9279625.0,0,945,486937.6402116402,0,6,2.2444549405934056,0.1223310810810811
Training Season,Training Season,Dua Lipa,2024-02-15,GBAHT2301078,106,148.9,251153869.0,16811.0,92985554.0,76.0,66691067.0,"961,957",102884.0,34572688,431390500.0,"2,120,552,147",162.0,180711.0,127.0,"33,540,073",116.0,"10,305,245","3,796",2047771.0,0,700,358791.2414285714,0,2,1.7176342932720885,0.01
Type Shit,WE DON'T TRUST YOU,Future,2024-03-22,USSM12402033,107,148.1,205206688.0,28064.0,84737651.0,84.0,39453253.0,"672,789",0.0,0,0.0,"232,440,923",99.0,3432.0,41.0,"2,943,724",47.0,"5,897,303","4,527",900933.0,1,664,309046.2168674699,0,3,0.0,0.0
Armageddon,Armageddon - The 1st Album,aespa,2024-05-27,KRA302400093,108,147.4,32942304.0,1262.0,26204483.0,74.0,57861795.0,"1,257,935",0.0,0,0.0,"29,510,774",37.0,290.0,5.0,"530,831",33.0,"21,869",48,29736.0,0,598,55087.464882943146,0,5,0.0,0.0
The Box,Please Excuse Me For Being Antisocial,Roddy Ricch,2019-12-06,USAT21906978,109,146.6,1911559785.0,317345.0,87765033.0,78.0,441257231.0,"4,829,633",4930490.0,561201008,4574447121.0,"2,077,511",255.0,296948.0,138.0,"555,650",28.0,"295,741,432","633,414",11988760.0,1,2232,856433.5954301076,0,12,2.393044232517664,0.315285435797138
INDUSTRY BABY (feat. Jack Harlow),INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,2021-07-23,USSM12104539,110,145.3,2014959725.0,354831.0,87942438.0,70.0,1003346208.0,"16,856,186",1750366.0,915814897,9558947943.0,"3,191,316,960",360.0,245228.0,109.0,"3,242,122",74.0,"75,167,268","96,430",12693846.0,1,1637,1230885.598656078,1,7,4.7439895793728635,0.798617152317656
Pedro,Pedro - Single,Jaxomy,2024-03-29,DEE862400427,111,144.6,168145583.0,27654.0,159737263.0,85.0,35008949.0,"717,214",0.0,0,0.0,"39,149,568",107.0,4448.0,158.0,"16,345,999",54.0,"39,577",482,2408838.0,0,657,255929.3500761035,0,3,0.0,0.0
Fast Car,Gettin' Old,Luke Combs,2023-03-24,US6XF2200436,112,144.5,518988585.0,73116.0,58391498.0,80.0,107703759.0,"768,813",354036.0,74258021,924204888.0,"103,658,014",117.0,673629.0,67.0,"8,306,302",104.0,"184,924,061","88,890",3108167.0,0,1028,504852.7091439689,0,3,1.7807807588277096,0.05550471644729789
Bling-Bang-Bang-Born,Bling-Bang-Bang-Born,Creepy Nuts,2024-01-07,JPU902305042,113,144.0,247399972.0,22222.0,13870528.0,80.0,389540239.0,"4,392,933",0.0,22950364,296522040.0,"1,041,035,733",53.0,807.0,18.0,"357,941",17.0,"537,267","1,928",1069500.0,0,739,334776.68741542625,0,1,1.1985532431727468,0.0
Aesthetic,Aesthetic,Tollan Kim,2022-03-04,SGB502208576,114,144.0,5712985.0,2311.0,535908.0,44.0,3120073.0,"56,276",20114495.0,2452502310,33870791454.0,,4.0,22.0,4.0,"1,397",1.0,"21,564",81,249823.0,0,1413,4043.159943382873,1,3,5928.736995679667,0.9993595387287119
Sunflower - Spider-Man: Into the Spider-Verse,Sunflower (Spider-Man: Into the Spider-Verse),Post Malone,2018-10-18,USUM71814888,116,143.9,3358704125.0,392082.0,123917182.0,79.0,2763188773.0,"19,410,390",2714134.0,178829434,1597453878.0,"484,189,798",351.0,273683.0,86.0,"809,352",99.0,"546,367,356","906,813",1569935.0,0,2646,1269351.5211640212,0,10,0.47561613588823753,0.04177801804944074
Hands,Hands,Dian,2022-08-01,GBKPL2205333,115,143.9,126914.0,8.0,212.0,1.0,2435813922.0,"7,208,467",33.0,188,6415.0,"26,630,093",0.0,658.0,,,,0,0,295.0,0,1263,100.486144101346,0,8,0.050545640783201354,0.0
Saturn,Saturn - Single,SZA,2024-02-24,USRC12400216,117,142.8,343090427.0,21104.0,154253718.0,87.0,38173339.0,"349,660",0.0,0,0.0,"196,380,893",120.0,158378.0,103.0,"10,995,523",87.0,"11,441,987","7,496",745798.0,0,691,496512.9189580319,0,2,0.0,0.0
Chegou a Hora de Ir para Cama (Playback),3 Palavrinhas Vol.9 (Playback),3 Palavrinhas,2024-06-04,BXT622400190,118,142.4,239850720.0,0.0,0.0,67.0,39323383.0,"44,223",0.0,0,0.0,,0.0,0.0,,,,0,0,854584.0,0,590,160831.7682875264,0,6,0.0,0.0
Believer,Believer,Imagine Dragons,2017-01-31,USUM71700626,119,142.2,3006226762.0,335880.0,89243475.0,81.0,4495059988.0,"42,240,881",5745117.0,453132709,5876458723.0,"276,194,776",226.0,253782.0,118.0,"1,138,425",71.0,"614,578,695","844,301",21306706.0,0,3271,919054.3448486702,0,1,1.954762293825005,0.3567408161303706
WAIT FOR U (feat. Drake & Tems),WAIT FOR U (feat. Drake & Tems),Future,2022-04-27,USSM12203789,120,141.0,787155930.0,183850.0,58397185.0,77.0,357772653.0,"2,590,835",931660.0,95662104,836550889.0,"3,934,416,606",150.0,463665.0,32.0,"399,388",69.0,"182,315,884","53,326",3534164.0,1,1359,579217.0198675497,0,4,1.0627511729947188,0.15200292411591612
I KNOW ?,UTOPIA,Travis Scott,2023-07-28,USSM12305012,121,139.5,532605345.0,128534.0,31725858.0,81.0,97958347.0,"1,237,197",322900.0,108595670,947194801.0,"259,363,238",46.0,107637.0,33.0,"1,423,258",40.0,"6,334,599","8,712",1861958.0,1,902,590471.5576496674,0,7,1.7784177498661458,0.1591912059860034
ANDO,ANDO,Jere Klein,2023-09-27,QMDA72363047,122,139.0,292789738.0,28591.0,30905957.0,72.0,406307035.0,"809,942",1900606.0,68341852,872862858.0,"1,969,191,415",11.0,1754.0,15.0,"8,391,160",1.0,"764,473","5,168",1195337.0,1,841,348144.75386444706,1,9,2.9811934700348224,0.8060973292613718
First Class,First Class,Jack Harlow,2022-04-08,USAT22203024,123,138.6,818858244.0,223609.0,49586777.0,71.0,231229581.0,"2,756,840",1610614.0,624748318,6890780336.0,"3,849,170,813",148.0,666615.0,37.0,"759,989",77.0,"117,451,442","40,907",4244972.0,1,1378,594236.7518142235,1,4,8.415107716232374,0.9228478844113945
FE!N,UTOPIA,Travis Scott,2023-07-28,USSM12305010,124,137.8,659010786.0,129923.0,93969186.0,86.0,125203447.0,"1,990,342",22100.0,13787343,107398826.0,"244,390,161",87.0,37314.0,46.0,"2,137,898",38.0,"3,029,375","6,510",1839283.0,1,902,730610.6274944567,0,7,0.1629697542416707,0.0
Save Your Tears - Live,After Hours (Live At SoFi Stadium),The Weeknd,2023-03-03,USUG12301493,125,137.7,3913988.0,545.0,1054122.0,40.0,1577017938.0,"9,304,666",0.0,0,0.0,"2,651,764,724",0.0,25.0,,,,"5,260",0,854584.0,1,1049,3731.161105815062,0,3,0.0,0.0
Losing Interest - Original Mix,Losing Interest (Original),Goovex,2024-06-10,CA5KR2465999,126,136.4,126247886.0,5.0,5973.0,1.0,148269610.0,,0.0,0,0.0,,0.0,0.0,,,,0,0,854584.0,0,584,216177.88698630137,0,6,0.0,0.0
I Ain't Worried,"I Ainï¿½ï¿½ï¿½t Worried (Music From The Motion Pi""Top Gun: Maverick"")",OneRepublic,2022-05-13,USUM72206227,127,136.2,1607421145.0,212406.0,160444270.0,83.0,409785349.0,"3,326,477",247865.0,155593087,1825552705.0,"2,563,240,162",267.0,523907.0,111.0,"4,754,372",75.0,"152,770,142","49,622",9091826.0,0,1343,1196888.417721519,0,5,1.135702805417741,0.03585417199127569
MI EX TENA RA,MAï¿½ï¿½ANA SERï¿½ï¿½ BONITO (BICHOTA,KAROL G,2023-08-10,USUG12305253,128,136.2,438796949.0,23959.0,34805394.0,78.0,509727241.0,"2,202,866",1223804.0,46080266,782582119.0,"1,337,889,706",56.0,60758.0,29.0,"3,457,921",38.0,"38,214,505","9,932",865444.0,0,889,493584.86951631046,0,8,1.7834721025294273,0.22259401709401708
Drained of Color,Drained of Color,Exhumed,2022-08-30,US2642250302,129,134.0,158627.0,635.0,18765.0,16.0,2156140830.0,,9.0,422,4484.0,"1,318,392",0.0,29.0,,,,"1,132",0,208.0,0,1234,128.54700162074553,0,8,0.02826739289406662,0.0
Mood (feat. iann dior),Mood (feat. Iann Dior),24kGoldn,2020-07-24,USQX92003025,130,133.0,1867736006.0,302486.0,82611625.0,76.0,747126783.0,"10,795,292",2467227.0,160756733,1768836179.0,"2,069,527,154",329.0,931316.0,273.0,"3,821,598",85.0,"240,562,062","131,540",10228436.0,1,2001,933401.3023488256,0,7,0.947048283253448,0.05427896592133737
Dynamite,Dynamite,BTS,2020-08-21,QM7282022872,131,132.3,1872577908.0,144619.0,51186002.0,74.0,2638957320.0,"62,311,179",3098499.0,662794945,5063720138.0,"2,199,001,119",323.0,351169.0,355.0,"1,888,088",98.0,0,0,7896781.0,0,1973,949101.8286872782,1,8,2.704143904327134,0.8326868686337376
Looking Like a Wow End of Year 2023,Looking Like a Wow,WasteLand,2023-12-10,GXBAV2381801,132,130.7,8327.0,3.0,8.0,67.0,148269610.0,,4200000.0,3646489,73318253.0,,0.0,0.0,,,,0,0,522.0,0,767,10.856584093872227,0,12,8803.824807877041,0.01
Someone You Loved,Breach,Lewis Capaldi,2018-11-08,DEUM71807062,133,129.7,3427498835.0,338763.0,160553919.0,82.0,2153701892.0,"20,891,433",1940473.0,212007614,2161032034.0,"2,333,853,734",408.0,600211.0,502.0,"4,834,088",110.0,"427,212,257","357,540",29266297.0,0,2625,1305713.841904762,0,11,0.6304982546754102,0.0745809680582731
Acrs,Acrï¿½ï¿½stico - Si,Shakira,2023-05-11,USQX92302824,134,129.6,230849195.0,23091.0,12233221.0,64.0,363082908.0,"5,135,848",4897595.0,104580759,1551501289.0,"150,614,267",49.0,24103.0,25.0,"319,914",33.0,"23,525,446","4,705",623446.0,0,980,235560.4030612245,1,5,6.7208433725712435,0.9639921666770336
Made You Look,Takin' It Back,Meghan Trainor,2022-10-21,USSM12204574,135,129.5,720720922.0,74295.0,89509926.0,77.0,221078988.0,"2,557,839",4687520.0,1252326407,15247253457.0,"718,932,832",108.0,412680.0,43.0,"1,491,347",59.0,"81,828,913","36,462",3086624.0,0,1182,609746.9729272419,0,10,21.155558234015636,0.24221617167716392
PHONK BRASILEIRO FRESCO (Slowed + Reverb),PHONK BRASILEIRO FRESCO,DJ MOIGUS,2023-06-22,QZMEQ2306756,136,129.4,1378494.0,351.0,43395.0,34.0,1022331.0,"22,739",7702832.0,90289248,1272592848.0,,0.0,0.0,,,,0,0,50550.0,0,938,1469.6098081023454,1,6,923.1755269333585,0.95
"Sooseki (From ""Pushpa 2 The Rule"") [TELUGU]","Sooseki (From ""Pushpa 2 The Rule"") [TELUGU]",Shreya Ghoshal,2024-05-29,INS182401602,137,129.1,2827545.0,62.0,1433870.0,67.0,54330074.0,"801,621",0.0,0,0.0,,0.0,0.0,,,10.0,0,0,5620.0,0,596,4744.203020134229,0,5,0.0,0.0
vampire,vampire,Olivia Rodrigo,2023-06-30,USUG12304091,138,128.9,998964097.0,90793.0,87801398.0,18.0,113450524.0,"2,108,657",394640.0,152624014,1448207880.0,"1,111,017,294",173.0,161513.0,61.0,"5,239,925",128.0,"28,318,435","67,590",4872257.0,1,930,1074154.9430107528,1,6,1.4497096371125042,0.05630516599774743
Casca de Bala,A Cara das Vaquejadas 3.0,Thullio Milion,2024-03-01,BCAEW2400001,139,128.5,37157630.0,2052.0,30387641.0,74.0,63418833.0,"427,441",1600000.0,853176,8850449.0,"149,589,609",11.0,190.0,32.0,"8,460,458",11.0,0,0,42895.0,0,685,54244.71532846715,0,3,0.23818657868689208,0.0
Back,Back,LOLA,2022-08-03,UKQNV2100272,140,128.0,48428.0,92.0,15747.0,3.0,2123978358.0,"5,670,850",111.0,102828,735317.0,,0.0,46.0,,,,0,0,854584.0,0,1261,38.40444091990484,0,8,15.183402506762476,0.0
People,People - Single,Libianca,2022-12-05,QZTB52268087,141,127.8,631955547.0,121823.0,45030006.0,74.0,305998382.0,"2,647,341",3168854.0,243797561,3233505931.0,"704,906,130",145.0,122781.0,74.0,"1,217,657",54.0,"9,017,480","11,289",6121126.0,1,1137,555809.6279683377,1,12,5.116666735869846,0.848026914737375
Jedag Jedug Capcut 2024,Jedag Jedug Capcut 2024,Afrian Af,2024-01-05,ATR981312465,142,127.4,239850720.0,1.0,47.0,67.0,148269610.0,,3528100.0,37591836,688302023.0,,0.0,0.0,,,,0,0,854584.0,1,741,160831.7682875264,1,1,2.8697100435232796,0.585
Lady Killers II (Christoph Andersson Remix),Lady Killers II (Christoph Andersson Remix),G-Eazy,2024-03-17,TCAIA2495220,143,127.3,94635338.0,10537.0,11716074.0,67.0,944314.0,"17,943",1300000.0,182937084,1542242100.0,,13.0,0.0,,,8.0,"684,557","1,079",1597467.0,1,669,141457.9043348281,1,3,16.296682785698057,0.9372962254952101
I Don't Wanna Wait,I Don't Wanna Wait,David Guetta,2024-04-05,UKWLG2400013,144,126.9,114574238.0,10564.0,180987712.0,84.0,9134225.0,"124,326",299000.0,4419373,79796400.0,"3,117,914",87.0,86814.0,128.0,"35,099,280",133.0,"4,503,872",442,854584.0,0,650,176268.05846153846,0,4,0.6964602226160106,0.01
Abc,Abc,J Ross,2023-02-14,CLLU22300585,145,126.6,31867.0,5.0,5100.0,1.0,1538564650.0,"2,066,653",0.0,0,0.0,,0.0,174.0,,,,0,0,1178.0,0,1066,29.893996247654783,0,2,0.0,0.0
La Bachata,La Bachata,Manuel Turizo,2022-05-26,QZDYA1800087,146,126.2,1721045197.0,156941.0,97122096.0,81.0,798827877.0,"3,379,928",1614275.0,209367923,2596777974.0,"420,585,933",142.0,152522.0,97.0,"8,709,032",133.0,"47,203,290","19,769",4817885.0,0,1330,1294018.945112782,0,5,1.5088377556950134,0.14770973433371254
,ýýýýýýýýýýýýýýýýýýýýý,FLI:P,2023-04-07,FRX282306294,147,125.4,8028757.0,1972.0,488653.0,44.0,48533758.0,"399,664",8800000.0,256186613,3985974550.0,"6,879,573",1.0,373.0,,,,0,0,220198.0,0,1014,7917.906311637081,1,4,496.46216139532413,0.9995065975522412
Peaches (feat. Daniel Caesar & Giveon),Justice,Justin Bieber,2021-03-19,USUM72102636,148,125.2,1612286123.0,282719.0,97390961.0,74.0,1019256266.0,"10,280,320",1404274.0,502778982,4702037810.0,"2,889,452,237",348.0,569287.0,342.0,"2,587,713",90.0,"92,111,798","90,598",7848760.0,1,1763,914512.8321043676,1,3,2.9163792580032153,0.09913117740839322
Don't Start Now,Don't Start Now,Dua Lipa,2019-10-31,GBAHT1901121,149,124.6,2607121959.0,270230.0,143953432.0,78.0,1201600884.0,"10,239,198",4725570.0,414013363,3535661993.0,"2,374,637,534",581.0,999941.0,632.0,"4,254,903",118.0,"313,923,242","99,949",13421701.0,0,2268,1149524.6732804233,0,10,1.3561551961305254,0.04917892839284496
Lucid Dreams,Lucid Dreams,Juice WRLD,2018-05-04,USUG11800685,150,123.9,2548389305.0,339306.0,75858140.0,78.0,987143411.0,"9,384,427",1900813.0,44442433,338071383.0,"274,498,079",153.0,69562.0,54.0,"442,640",36.0,"259,400,789","552,552",9308937.0,1,2813,905932.920369712,0,5,0.13266080743787267,0.0
PROVENZA,PROVENZA,KAROL G,2022-04-22,USUM72205906,151,123.8,1185929926.0,103026.0,64847502.0,76.0,1229843060.0,"5,870,729",1300337.0,251445963,2829294043.0,"763,687,717",115.0,130158.0,75.0,"7,349,218",90.0,"92,136,339","29,371",3397861.0,0,1364,869450.0923753666,0,4,2.385717721246105,0.28419399193434935
WAP (feat. Megan Thee Stallion),WAP (feat. Megan Thee Stallion),Cardi B,2020-08-07,USAT22005111,152,123.4,1325725696.0,171255.0,53040559.0,72.0,1329826741.0,"15,965,491",8470921.0,1183499351,9539547626.0,"181,452,145",222.0,91249.0,94.0,"249,116",50.0,"184,950,173","397,731",4618794.0,1,1987,667199.6456970307,1,8,7.195717521043118,0.9027891894538236
